测试情景编号,七年累计利润/元,七年销售收入/元,七年种植成本/元,七年总产量/斤,七年正常销量/斤,七年滞销率
272,36329200.6102753,43850323.220947444,7521122.610672144,10989648.848948758,7988983.220173176,0.2730447232681705
273,36247660.49984818,43815137.97898887,7567477.479140695,10983660.27123787,8005679.176812667,0.27112829611303896
274,36434685.05051514,43970085.66924827,7535400.618733129,11139555.399969157,8002520.732702896,0.2816121967735756
275,36186656.34679183,43783547.53262821,7596891.185836382,11028407.073112687,8027017.007088614,0.27215082342593955
276,36458884.261414066,43997574.50088267,7538690.239468604,11009311.13625937,8006581.54602023,0.2727445480534739
277,36609960.17995641,44155158.55632092,7545198.376364512,11009046.4030772,8045229.4382236935,0.2692165021690774
278,36370734.54832739,43901792.969821125,7531058.421493735,11169189.81606417,8017698.942231743,0.28215930839493586
279,36468962.50630525,44001853.31098291,7532890.80467767,11030793.63936842,8045822.236882219,0.27060350325410576
280,36518099.90952977,44077327.60758497,7559227.698055202,11107781.985885354,8033350.598098191,0.2767817546017593
281,36130155.5517111,43710519.05305709,7580363.501345992,11062599.378675468,8010738.640135417,0.2758719387798578
282,36271453.06678689,43800438.74752941,7528985.680742516,11037670.826954206,7954739.501449508,0.2793099535072309
283,36569256.99985072,44083235.67788555,7513978.678034832,11110888.922670193,8021379.152216711,0.2780614397242128
284,36744430.88794695,44306512.08695462,7562081.199007675,11061635.166741932,8075396.534094913,0.26996358021511013
285,36240586.30291049,43789963.87532331,7549377.5724128205,11068696.773786388,7973452.42677267,0.27963945623156633
286,36100909.548033595,43653534.79209869,7552625.244065099,10909829.908253996,7960372.035842143,0.27034865778983375
287,36104885.472807005,43624564.24026809,7519678.767461084,10957647.438598482,7980140.053080708,0.2717287083931409
288,36259520.75599646,43797419.34717269,7537898.591176228,11043757.345131565,7979205.482145131,0.27749177813449377
289,36509122.581358194,44019865.098134525,7510742.516776322,11152807.82545955,8079132.495059502,0.27559654738993017
290,36322675.47610978,43865732.87059627,7543057.394486479,11138776.638414882,8019197.898145382,0.2800647541051183
291,36144236.54539778,43686275.08925234,7542038.543854561,11050944.307520496,7931000.44080451,0.2823237345059074
292,36696036.53991267,44220985.378611356,7524948.838698683,11074055.759319367,8025107.166620417,0.2753235724077973
293,36309306.59726343,43865098.5297732,7555791.932509771,11066977.977606859,8003758.902700144,0.2767891181409137
294,36538702.83955985,44078762.97837722,7540060.138817366,11029415.81400829,8043034.598845465,0.2707651307669322
295,36360030.125391975,43907247.70133535,7547217.575943377,11103092.247096313,7989756.74754762,0.2804025608598266
296,36650386.519241914,44162197.170964874,7511810.651722958,11099942.02664284,8025401.918756712,0.27698704195989554
297,36455180.423850335,43994364.99731976,7539184.573469434,11100436.00231719,8078333.891005808,0.27225075759911826
298,36691619.01341495,44200807.818356484,7509188.804941532,11011399.068495052,8031030.290750985,0.2706621346847072
299,36532439.066590905,44088592.017057195,7556152.950466288,11128147.66728521,8103993.008562035,0.2717572366166254
300,36192620.29274585,43739861.60407333,7547241.311327481,11065977.56963543,8015428.015278552,0.27566923348258504
301,36281098.8963205,43815350.55190471,7534251.655584212,10963121.539038034,8022839.781389137,0.26819749714339974
302,35776977.847951405,43327903.02498899,7550925.177037585,10943932.348239474,7896944.672177598,0.2784179926470432
303,36475424.83965898,44023675.585923396,7548250.746264412,11131787.627404343,8037410.739817336,0.2779766369212111
304,36723299.86548114,44227617.8290362,7504317.963555063,11074078.481648732,8069518.524615035,0.2713146707432736
305,36603462.99635845,44155188.747485384,7551725.751126936,10911370.683443043,8036950.242759978,0.26343348824586466
306,36147705.48463946,43684879.77077582,7537174.286136348,10972783.710088411,7991009.59001329,0.27174272261775007
307,36401619.00002304,43924916.663241856,7523297.663218819,10984106.379116012,7965216.3105006805,0.27484166343792166
308,36495493.38818838,44060528.834490016,7565035.446301637,11038009.344647985,8012759.466262879,0.2740756765033872
309,36354273.35275014,43895119.61601318,7540846.263263037,11107938.243866557,8007780.299934891,0.27909391246782206
310,36663974.44700632,44223774.89620959,7559800.449203274,11035910.338472418,8067434.246965453,0.26898334622731807
311,36264363.373102,43834406.59495373,7570043.221851733,10927510.690870414,8008196.980943545,0.2671526747959041
312,36358080.7836077,43888709.57572641,7530628.7921187105,10941670.670872496,7999545.6357206935,0.2688917555327221
313,36419802.91143458,43949918.435458586,7530115.524024008,11127058.531082302,8032686.199204488,0.27809436997513776
314,36561665.83545083,44067578.69425759,7505912.858806741,11176051.140903162,8007460.660024545,0.2835161042957214
315,36222577.707223855,43763793.52038594,7541215.813162087,10923235.833404724,8011065.599460989,0.26660325551499364
316,36566063.38665041,44113845.204425745,7547781.81777534,11095629.608856445,8046339.740487307,0.27481900314473534
317,36189075.0770674,43727671.64236358,7538596.565296179,11022663.501625188,7978714.96927144,0.27615362946577715
318,36060875.981540784,43613400.97416509,7552524.992624299,11068211.722689943,7994212.913704832,0.27773220155188966
319,36537686.73913334,44124144.15534032,7586457.416206985,11032251.270297742,8029060.361355634,0.2722192266439428
320,36042326.33287039,43595197.731553085,7552871.398682699,10954602.05482681,7937052.875500072,0.2754594976818119
321,36330005.76534365,43869636.78189438,7539631.016550727,11042617.90969024,7987415.497664142,0.2766737414091873
322,36774953.63909906,44326482.76073601,7551529.121636947,11121125.70604996,8082728.177365836,0.2732095301315781
323,36301863.2993819,43848780.60243617,7546917.303054277,10975539.086648306,7965438.558306261,0.27425536956119256
324,36203414.51167871,43710009.51342632,7506595.001747607,11084111.8379237,8018673.668594416,0.2765614615003297
325,36169404.60905681,43706083.52483121,7536678.915774404,11032260.49445913,8048556.132461935,0.27045267499763426
326,36117436.77616375,43652931.68811286,7535494.911949114,11021917.75375318,7976395.5921029635,0.2763150868743469
327,36553519.1221409,44058101.68720127,7504582.565060367,11132415.927511586,8044771.726389566,0.2773561661033084
328,36389239.78943513,43929392.08320481,7540152.293769681,11061394.223963615,8000504.252767549,0.2767182788373002
329,36520694.38763813,44033231.931658566,7512537.544020439,11081284.557193607,8015678.731332348,0.27664715313814126
330,36472820.813615665,44034785.61901347,7561964.805397805,11173462.514663089,8041744.889320966,0.2802817498364833
331,36635933.98037766,44172298.21409147,7536364.233713815,10999764.972284988,8054780.884662963,0.2677315465414222
332,36645243.530047365,44178249.05540466,7533005.525357302,11133735.313869363,8048351.256630571,0.2771202988268735
333,36715787.623937905,44275864.19965006,7560076.575712156,11029451.1751186,8031302.2315426795,0.2718311995740514
334,36794075.0803156,44350138.47151646,7556063.39120086,11142451.215355417,8088500.970809917,0.2740824425003405
335,36524268.41280582,44065375.81965814,7541107.40685232,11091332.23334158,8053069.913382219,0.27393123351098086
336,36429083.146828905,43974520.36951484,7545437.222685927,11114522.597660694,7973300.6295499345,0.28262320225718934
337,36414291.73312481,43949577.47207871,7535285.738953901,11109323.59336847,8004812.326179586,0.2794509711682241
338,36036536.20101908,43575373.64021828,7538837.439199204,10898239.71082158,7941802.368340677,0.2712765933699607
339,36210091.99264955,43787261.80374692,7577169.81109737,10938909.290717598,7984381.255934881,0.2700934760735088
340,36246567.326476,43822631.63915112,7576064.312675122,11091936.598576628,7986237.039509703,0.27999615139032286
341,36276652.918153055,43807630.55977394,7530977.641620882,10944457.050629478,7987578.9987788405,0.2701712874537317
342,36230799.24334873,43774660.88800083,7543861.644652104,10997840.047314912,7959175.680698186,0.2762964685378022
343,36156553.137053065,43688673.81357373,7532120.676520662,10961720.920732468,7981815.187941,0.2718465243131139
344,36547631.285143435,44074529.153595865,7526897.868452419,11055525.814507619,8019935.57026008,0.2745767406434965
345,36275431.76810011,43812740.60632671,7537308.838226597,11073307.010656301,7971266.49934035,0.28013677470792864
346,36640435.17938997,44174772.29828093,7534337.118890968,11137249.374974525,8022766.408873668,0.27964561636728014
347,36341357.188782856,43883255.936130166,7541898.747347302,11136645.422269084,8014356.582255196,0.28036169974223024
348,36412245.478686,43981652.23404055,7569406.755354553,11076738.106189808,8027695.691957639,0.27526537009377605
349,36279863.313370384,43832895.711426586,7553032.398056199,11096051.760645738,8033594.616550211,0.2759952107430784
350,36250981.28858891,43797420.43533836,7546439.146749459,11091908.759433724,8019133.835322165,0.277028507063597
351,36078609.39073293,43642175.56997628,7563566.179243349,11102739.622464078,7979929.088717027,0.2812648625415564
352,36387812.8305342,43958020.28384163,7570207.453307439,11050889.495355602,7997666.76061119,0.2762875093473336
353,36128821.04779157,43654077.6744914,7525256.626699838,11080351.635339182,7984677.3659044895,0.2793841180600701
354,36392988.536904834,43948998.38594759,7556009.849042761,11108032.555905176,7987353.020533005,0.28093899794281546
355,36214939.716212675,43749802.72320773,7534863.006995056,11076447.67099642,7987368.680699334,0.2788871560677177
356,36293052.10771877,43834699.20806764,7541647.100348867,11048950.636397585,7974451.281587728,0.27826166085689663
357,36657412.87855491,44225232.06400071,7567819.1854457995,10933552.23324584,8020514.369726764,0.2664310556510035
358,36162487.31385787,43729063.78777331,7566576.473915443,11012116.914138475,7998270.529534595,0.2736845611159829
359,36474609.01219353,44021859.31215881,7547250.2999652745,11107726.619830308,8022339.454806091,0.27776945459892427
360,36548269.902207874,44100373.64654608,7552103.74433821,11080620.759458188,8039804.191205643,0.27442655373409175
361,36364913.646898024,43892027.430780455,7527113.783882443,11134418.71629818,7993051.4188974975,0.2821312344579297
362,36322608.70737966,43877385.5773485,7554776.8699688325,11029500.873716729,7958316.668792078,0.2784517849074453
363,36838637.52294176,44391813.01860257,7553175.495660808,11200980.9253932,8091277.505585179,0.27762777568508873
364,36095759.3542619,43665750.11442596,7569990.760164058,10970940.76645381,7932767.1500343345,0.2769291787363755
365,36226067.88337898,43801353.36728534,7575285.483906358,11048685.680733705,7993917.032030943,0.27648253710661314
366,36495566.52772125,44067770.96465504,7572204.436933793,10995349.31014561,8015232.1050176835,0.2710343365242719
367,36129095.29839803,43662813.80287673,7533718.50447869,11019210.21355865,7999227.01004949,0.2740653045889989
368,36254149.23002021,43775298.92085867,7521149.690838458,11010208.153035784,8002853.642011096,0.27314238470555047
369,36706616.68839229,44234609.435374476,7527992.746982191,11049237.38670038,8048330.654690368,0.2715940138657994
370,36379091.25713459,43915917.43319927,7536826.176064679,10944622.436167752,7982179.644308871,0.27067564999493743
371,36521277.87438695,44056162.79372183,7534884.919334885,10993413.345143404,7999884.41787944,0.27230204425874927
372,36161075.15734976,43698763.765976526,7537688.608626769,10985080.06178429,7995674.754547088,0.2721332289272034
373,36452849.91161215,43982258.3759785,7529408.464366348,11106300.111922264,8028799.026573923,0.27709507705853725
374,36550757.64157484,44123943.17064109,7573185.529066255,11068115.257204603,8041630.951935234,0.2734417048376263
375,36070001.82806714,43607229.22719537,7537227.399128228,11096406.451819362,8091856.189333513,0.27076786304932293
376,36684414.525794834,44226595.55556015,7542181.029765312,11108036.059814502,8052097.143441508,0.27511064061346113
377,36507411.223090924,44067265.43369507,7559854.210604151,10989335.042233836,7973312.191050578,0.27444998624504413
378,36454437.16574536,43985831.08880282,7531393.923057464,11062283.656696524,8027448.649446692,0.27434073301968737
379,36465966.99879141,44019084.66319208,7553117.664400669,11026264.609566022,8018585.794667725,0.272774046460751
380,36377688.87871617,43935856.78775946,7558167.909043292,10979953.718010519,7972833.082319665,0.2738737077514495
381,36782564.90175609,44339709.2331588,7557144.3314026985,11038604.599223519,8036023.808757941,0.2720072780464286
382,36301423.485105224,43847796.4150583,7546372.929953072,11102903.228292417,7971313.487762566,0.28205143070597377
383,36417354.932228036,43967284.57784698,7549929.645618942,11041317.287817005,7996176.540849622,0.2757950584689195
384,36271101.51904636,43796333.93535776,7525232.416311397,11005380.570130305,8025167.768322195,0.27079597864127514
385,36339096.743883915,43880045.776798084,7540949.0329141645,11183777.983384373,7994662.340868881,0.2851554856734038
386,36418420.334012896,43961654.5104089,7543234.176395997,11050627.046207258,8040110.394882476,0.272429486465932
387,36567283.89748214,44085249.41263473,7517965.515152585,11070085.44367197,8096603.723402466,0.2686051282439961
388,36339292.94409244,43876524.6075971,7537231.663504655,11054916.12873422,7974134.714581617,0.27867976367047753
389,36714964.32468165,44265910.448816,7550946.12413436,11031026.318959437,8050761.659189672,0.2701711131490524
390,36217642.26118564,43765755.26410255,7548113.002916904,11085746.606360389,8021886.190258547,0.27637835545906925
391,36287777.58326146,43842211.54323663,7554433.959975164,11117091.405219229,8040479.91269411,0.27674608226039393
392,36707533.32318401,44208697.659938686,7501164.336754665,11082129.745999746,8052880.760248688,0.2733453817254313
393,36676551.65367748,44231802.58480846,7555250.931130985,11018516.600952167,8038927.571484286,0.27041653040758673
394,36237834.1567237,43785799.85509319,7547965.698369487,10913430.628215676,7947165.989064577,0.2717994680318115
